Date,DPZ,AAPL,GOOG,AMD,GME,SPY,NFLX,BA,WMT,GS,XOM,META,BRK-B,MSFT,QQQ
2018-02-01,205.71151733398438,39.663795471191406,58.3849983215332,13.25,3.638982057571411,254.657470703125,265.07000732421875,340.1612854003906,94.8526611328125,238.4395751953125,66.2243881225586,193.08999633789062,217.25,87.98587799072266,161.1593475341797
2018-02-02,201.67575073242188,37.9427604675293,55.595001220703125,12.449999809265137,3.5450587272644043,249.11354064941406,267.42999267578125,332.5087890625,93.91780853271484,227.76268005371094,62.848846435546875,190.27999877929688,209.1199951171875,85.67095184326172,157.9449920654297
2018-02-05,195.692626953125,36.99479675292969,52.790000915527344,11.569999694824219,3.4183714389801025,238.6949920654297,254.25999450683594,313.42034912109375,89.97159576416016,218.1892852783203,59.27256774902344,181.25999450683594,196.8000030517578,82.14254760742188,151.71774291992188
2018-02-06,196.10659790039062,38.5408821105957,54.029998779296875,11.649999618530273,3.525400161743164,243.3978729248047,265.7200012207031,324.8847961425781,90.69972229003906,226.58900451660156,58.253944396972656,185.30999755859375,201.24000549316406,85.25091552734375,155.7381134033203
2018-02-07,198.78768920898438,37.7158203125,52.42900085449219,11.600000381469727,3.5974807739257812,242.0774688720703,264.55999755859375,331.755859375,92.45256042480469,225.1875762939453,57.20561981201172,180.17999267578125,200.3699951171875,83.64537811279297,153.72315979003906
2018-02-08,186.8026580810547,36.67800521850586,50.07600021362305,11.220000267028809,3.457688093185425,232.9973907470703,250.10000610351562,315.7144775390625,89.90869140625,215.7719268798828,56.558753967285156,171.5800018310547,191.4199981689453,79.3515853881836,147.23683166503906
2018-02-09,193.87704467773438,37.12662887573242,51.888999938964844,11.3100004196167,3.5319530963897705,236.4973602294922,249.47000122070312,318.7503356933594,89.32439422607422,218.35572814941406,56.91929626464844,176.11000061035156,196.02000427246094,82.31059265136719,149.77955627441406
2018-02-12,199.31446838378906,38.622047424316406,52.59700012207031,11.680000305175781,3.4511353969573975,239.9701690673828,257.95001220703125,329.2562561035156,89.48619842529297,221.73663330078125,57.39999771118164,176.41000366210938,198.88999938964844,83.19734954833984,152.43740844726562
2018-02-13,195.6737823486328,39.00895309448242,52.60499954223633,11.779999732971191,3.4030814170837402,240.56712341308594,258.2699890136719,328.6433410644531,90.77164459228516,223.81243896484375,57.309871673583984,173.14999389648438,197.99000549316406,83.85074615478516,153.2241668701172
2018-02-14,197.3483428955078,39.72818374633789,53.48500061035156,12.199999809265137,3.542874336242676,243.81390380859375,266.0,330.26190185546875,91.41883850097656,229.98736572265625,57.430030822753906,179.52000427246094,200.5399932861328,85.1637191772461,156.09312438964844
2018-02-15,204.79898071289062,41.06218338012695,54.47600173950195,12.1899995803833,3.5843753814697266,246.92491149902344,280.2699890136719,341.3807067871094,92.79415893554688,234.45433044433594,57.24225616455078,179.9600067138672,203.89999389648438,86.8986587524414,158.99081420898438
2018-02-16,207.6588592529297,40.929264068603516,54.7400016784668,11.819999694824219,3.582191228866577,246.99722290039062,278.5199890136719,340.0207824707031,94.18749237060547,234.40176391601562,57.49013900756836,177.36000061035156,203.7899932861328,86.27970886230469,158.28076171875
2018-02-20,208.3644256591797,40.79159164428711,55.12300109863281,12.020000457763672,3.464240789413452,245.4507598876953,278.54998779296875,338.4023132324219,84.59614562988281,232.01065063476562,56.89674377441406,176.00999450683594,203.0500030517578,86.95494842529297,158.59744262695312
2018-02-21,216.86871337890625,40.60643005371094,55.56700134277344,11.720000267028809,3.4271082878112793,244.22982788085938,281.0400085449219,337.4637756347656,82.26795959472656,230.70556640625,56.25078201293945,177.91000366210938,201.02000427246094,85.80142974853516,158.14649963378906
2018-02-22,213.54786682128906,40.94588088989258,55.33150100708008,11.84000015258789,3.411818742752075,244.54641723632812,278.1400146484375,340.8636474609375,83.39158630371094,228.98007202148438,56.979366302490234,178.99000549316406,200.72999572753906,86.02651977539062,158.12728881835938
2018-02-23,215.2882537841797,41.65797805786133,56.339500427246094,12.069999694824219,3.4882681369781494,248.44430541992188,285.92999267578125,341.572265625,83.49947357177734,233.65733337402344,58.23373031616211,183.2899932861328,202.75999450683594,88.21162414550781,161.3607940673828
2018-02-26,214.50746154785156,42.48164749145508,57.1875,12.420000076293945,3.5122945308685303,251.32931518554688,294.1600036621094,348.1037902832031,83.70621490478516,237.58993530273438,59.217689514160156,184.92999267578125,210.6199951171875,89.48706817626953,163.5005340576172
2018-02-27,213.0492706298828,42.343971252441406,55.91450119018555,12.529999732971191,3.400897264480591,248.19110107421875,290.6099853515625,349.2146911621094,82.26795959472656,234.67330932617188,58.21119689941406,181.4600067138672,209.66000366210938,88.3429183959961,161.47598266601562
2018-02-28,209.22988891601562,42.27988815307617,55.23649978637695,12.109999656677246,3.4271082878112793,245.6768798828125,291.3800048828125,346.887451171875,80.9106216430664,230.94041442871094,56.88923645019531,178.32000732421875,207.1999969482422,87.93965911865234,160.439697265625
2018-03-01,209.61558532714844,41.5392951965332,53.47600173950195,11.899999618530273,3.4882681369781494,242.1045684814453,290.3900146484375,334.89715576171875,80.07461547851562,225.53863525390625,56.48365020751953,175.94000244140625,201.52999877929688,87.07686614990234,157.82022094726562
2018-03-02,209.87901306152344,41.82651138305664,53.94599914550781,11.8100004196167,3.564342975616455,243.35264587402344,301.04998779296875,330.0895080566406,79.79596710205078,226.71559143066406,56.74653244018555,176.6199951171875,201.33999633789062,87.26443481445312,159.26910400390625
2018-03-05,206.5957794189453,41.97130584716797,54.54650115966797,11.90999984741211,3.5911929607391357,246.16531372070312,315.0,337.82763671875,80.8836669921875,231.10726928710938,57.2873420715332,180.39999389648438,203.24000549316406,87.81773376464844,161.03456115722656
2018-03-06,208.31736755371094,41.93569564819336,54.75299835205078,11.760000228881836,3.5934300422668457,246.78929138183594,325.2200012207031,334.15972900390625,80.05665588378906,234.45367431640625,57.219722747802734,179.77999877929688,204.5500030517578,87.51763916015625,161.71585083007812
2018-03-07,209.7472686767578,41.54641342163086,55.481998443603516,12.239999771118164,3.566580295562744,246.69888305664062,321.1600036621094,332.3592529296875,78.8700942993164,233.0659637451172,55.7775993347168,183.7100067138672,204.3000030517578,88.02406311035156,162.0900115966797
2018-03-08,209.57797241210938,41.99979019165039,56.29999923706055,11.970000267028809,3.499455451965332,247.89260864257812,317.0,333.9777526855469,79.50308227539062,233.9354705810547,55.672447204589844,182.33999633789062,205.2899932861328,88.5586166381836,162.98236083984375
2018-03-09,216.6147003173828,42.72138595581055,58.00199890136719,11.699999809265137,3.546442985534668,252.20654296875,331.44000244140625,339.5228271484375,80.22652435302734,237.8264923095703,56.002925872802734,185.22999572753906,212.94000244140625,90.53742218017578,166.14874267578125
2018-03-12,214.1969757080078,43.1344108581543,58.224998474121094,11.520000457763672,3.4793176651000977,251.89004516601562,321.29998779296875,329.6297912597656,79.63871765136719,240.1189727783203,56.513694763183594,184.75999450683594,211.82000732421875,90.75312805175781,167.03155517578125
2018-03-13,212.98345947265625,42.719017028808594,56.90850067138672,11.640000343322754,3.4927427768707275,250.26211547851562,315.8800048828125,324.3433532714844,79.84671783447266,235.8590087890625,55.98041534423828,181.8800048828125,209.1300048828125,88.53987121582031,164.75747680664062
2018-03-14,213.74728393554688,42.355838775634766,57.4744987487793,11.359999656677246,3.4591803550720215,248.9779052734375,321.54998779296875,316.2890625,79.27700805664062,232.25787353515625,55.281864166259766,184.19000244140625,206.99000549316406,88.01468658447266,164.72869873046875
2018-03-15,213.898193359375,42.40568542480469,57.479000091552734,11.460000038146973,3.4256176948547363,248.70668029785156,321.0899963378906,316.0209045410156,79.13233184814453,234.1726837158203,55.89778518676758,183.86000061035156,207.82000732421875,88.32416534423828,164.58477783203125
2018-03-16,216.69895935058594,42.25614547729492,56.7864990234375,11.470000267028809,3.450230360031128,248.976318359375,318.45001220703125,316.4901428222656,80.63340759277344,235.0421905517578,56.423561096191406,185.08999633789062,206.9600067138672,88.71805572509766,164.09544372558594
2018-03-19,214.69972229003906,41.61051559448242,54.99100112915039,11.430000305175781,3.3137426376342773,245.6075897216797,313.4800109863281,317.72564697265625,79.07808685302734,230.58900451660156,55.694984436035156,172.55999755859375,203.99000549316406,87.11437225341797,160.59425354003906
2018-03-20,218.39642333984375,41.59626007080078,54.885501861572266,11.109999656677246,3.2376673221588135,246.0252227783203,317.5,323.3472595214844,79.53021240234375,231.16876220703125,55.57479476928711,168.14999389648438,204.75,87.3394546508789,161.12281799316406
2018-03-21,215.25611877441406,40.65391540527344,54.54399871826172,11.260000228881836,3.136979818344116,245.55311584472656,316.4800109863281,322.8396911621094,79.73819732666016,229.9917755126953,56.36347198486328,169.38999938964844,204.8300018310547,86.72984313964844,160.42129516601562
2018-03-22,213.5021209716797,40.07948684692383,52.45399856567383,10.90999984741211,3.0944671630859375,239.4149627685547,306.70001220703125,306.089599609375,78.7977523803711,221.86720275878906,55.206756591796875,164.88999938964844,197.6300048828125,84.2071304321289,156.461669921875
2018-03-23,213.7378387451172,39.15137481689453,51.07849884033203,10.630000114440918,3.020629644393921,234.3118896484375,300.94000244140625,307.4207763671875,77.2424087524414,215.4202117919922,54.74858474731445,159.38999938964844,192.4600067138672,81.7593994140625,152.33868408203125
2018-03-26,218.10409545898438,41.009971618652344,52.660499572753906,10.4399995803833,3.1414549350738525,240.7224884033203,320.3500061035156,315.05364990234375,79.12329864501953,223.8697967529297,55.58230972290039,160.05999755859375,199.33999633789062,87.94902801513672,157.99937438964844
2018-03-27,218.3870086669922,39.958431243896484,50.255001068115234,10.0,3.105654716491699,236.6273956298828,300.69000244140625,307.5357360839844,77.8121109008789,217.17691040039062,55.356971740722656,152.22000122070312,196.14999389648438,83.90702056884766,152.88653564453125
2018-03-28,220.5465545654297,39.51693344116211,50.22800064086914,9.8100004196167,3.166067123413086,235.92819213867188,285.7699890136719,306.48223876953125,79.36744689941406,219.0301513671875,54.688472747802734,153.02999877929688,196.6699981689453,83.83200073242188,151.12777709960938
2018-03-29,220.25418090820312,39.82550048828125,51.589500427246094,10.050000190734863,2.8237292766571045,238.94276428222656,295.3500061035156,314.0097351074219,80.45257568359375,221.21717834472656,56.040489196777344,159.7899932861328,199.47999572753906,85.59510803222656,153.89564514160156
2018-04-02,217.2930908203125,39.56439208984375,50.32350158691406,9.529999732971191,2.8684792518615723,233.78529357910156,280.2900085449219,308.79986572265625,77.35997772216797,217.25592041015625,54.99645233154297,155.38999938964844,195.0,83.01608276367188,149.45547485351562
2018-04-03,220.16929626464844,39.97029495239258,50.670501708984375,9.550000190734863,2.910991907119751,236.7816925048828,283.6700134277344,316.82537841796875,78.49031066894531,220.09295654296875,56.34844207763672,156.11000061035156,197.9600067138672,84.13209533691406,151.13734436035156
2018-04-04,218.26437377929688,40.734622955322266,51.25699996948242,9.770000457763672,2.9848294258117676,239.31507873535156,288.94000244140625,313.5883483886719,78.87010192871094,221.88478088378906,56.23577880859375,155.10000610351562,200.11000061035156,86.58919525146484,153.52084350585938
2018-04-05,222.35716247558594,41.01708221435547,51.390499114990234,10.020000457763672,3.0340545177459717,241.20376586914062,293.9700012207031,322.1693420410156,79.40361022949219,224.68663024902344,57.09954833984375,159.33999633789062,200.85000610351562,86.63609313964844,154.39540100097656
2018-04-06,218.2738494873047,39.96792984008789,50.35200119018555,9.609999656677246,3.004967212677002,235.82830810546875,288.8500061035156,312.3241882324219,78.39086151123047,219.55715942382812,56.23577880859375,157.1999969482422,195.49000549316406,84.61975860595703,150.53187561035156
2018-04-09,219.18856811523438,40.364322662353516,50.772499084472656,9.529999732971191,3.0161545276641846,236.9905242919922,289.92999267578125,308.83819580078125,78.02009582519531,221.50706481933594,56.23577880859375,157.92999267578125,195.3300018310547,85.12616729736328,151.5890350341797
2018-04-10,218.50013732910156,41.12389373779297,51.582000732421875,9.979999542236328,3.0609047412872314,240.7587890625,298.07000732421875,320.66571044921875,78.17381286621094,225.3541717529297,57.88823318481445,165.0399932861328,197.8000030517578,87.10501098632812,154.93360900878906
2018-04-11,217.8400115966797,40.93163299560547,50.99850082397461,9.819999694824219,3.0967049598693848,239.4967041015625,303.6700134277344,313.51171875,77.6855239868164,222.16583251953125,58.158634185791016,166.32000732421875,195.22000122070312,86.1484146118164,154.039794921875
2018-04-12,218.29266357421875,41.335147857666016,51.6254997253418,10.079999923706055,3.0497169494628906,241.467041015625,309.25,323.20367431640625,77.25148010253906,228.00669860839844,58.00088882446289,163.8699951171875,198.1300048828125,87.76146697998047,155.8946990966797
2018-04-13,217.19879150390625,41.4752082824707,51.4635009765625,9.930000305175781,3.0452420711517334,240.7587890625,311.6499938964844,315.3505554199219,77.78498840332031,224.7832489013672,58.466575622558594,164.52000427246094,197.0,87.29255676269531,155.08737182617188
2018-04-16,219.1131591796875,41.73393630981445,51.89899826049805,10.09000015258789,3.0899922847747803,242.73826599121094,307.7799987792969,317.7351989746094,78.52647399902344,226.50482177734375,58.992366790771484,164.8300018310547,198.22000122070312,88.31478118896484,156.26947021484375
2018-04-17,223.6491241455078,42.30835723876953,53.70800018310547,10.520000457763672,3.119079828262329,245.33518981933594,336.05999755859375,322.4757995605469,79.48499298095703,222.77186584472656,58.834632873535156,168.66000366210938,199.27000427246094,90.09664154052734,159.6332244873047
2018-04-18,224.6204071044922,42.21342468261719,53.604000091552734,10.359999656677246,3.056429386138916,245.5167694091797,334.5199890136719,326.5747375488281,79.18658447265625,223.0968475341797,59.503116607666016,166.36000061035156,199.50999450683594,90.44364929199219,159.95993041992188
2018-04-19,226.9779815673828,41.01708221435547,54.3849983215332,10.109999656677246,3.025104522705078,244.15480041503906,332.70001220703125,326.22998046875,79.4759521484375,223.24612426757812,59.65333938598633,168.10000610351562,200.3800048828125,90.13417053222656,158.48951721191406
2018-04-20,225.3182830810547,39.33652114868164,53.64799880981445,9.989999771118164,2.881904363632202,242.08447265625,327.7699890136719,324.3433532714844,78.65308380126953,221.30506896972656,59.33784866333008,166.27999877929688,200.1300048828125,89.09317016601562,155.9811553955078
2018-04-23,225.8369140625,39.222591400146484,53.372501373291016,10.039999961853027,2.9535043239593506,242.0481719970703,318.69000244140625,324.5060729980469,77.85730743408203,216.65869140625,59.7660026550293,165.83999633789062,199.4199981689453,89.42143249511719,155.5871124267578
2018-04-24,218.6133575439453,38.67664337158203,50.999000549316406,10.09000015258789,3.0004918575286865,238.78842163085938,307.0199890136719,315.13983154296875,78.24616241455078,212.9872283935547,58.84963607788086,159.69000244140625,196.8000030517578,87.33006286621094,152.29066467285156
2018-04-25,220.22589111328125,38.84518051147461,51.058998107910156,9.710000038146973,3.0116794109344482,239.37864685058594,305.760009765625,328.35601806640625,78.82489776611328,210.1238555908203,59.71342468261719,159.69000244140625,196.8000030517578,86.57044982910156,152.47323608398438
2018-04-26,236.3328857421875,38.98047637939453,52.00199890136719,11.039999961853027,3.0586671829223633,241.81207275390625,313.9800109863281,328.2890319824219,79.52116394042969,210.87921142578125,60.73493957519531,174.16000366210938,197.02999877929688,88.39918518066406,155.68319702148438
2018-04-27,234.2676239013672,38.529476165771484,51.502498626708984,11.109999656677246,3.101179599761963,242.03909301757812,311.760009765625,326.4598388671875,78.93338775634766,210.62451171875,58.42903137207031,173.58999633789062,197.22999572753906,89.8621826171875,155.77932739257812
2018-04-30,227.95875549316406,39.22732925415039,50.86650085449219,10.880000114440918,3.054192066192627,240.17767333984375,312.4599914550781,319.44940185546875,79.99137115478516,209.33335876464844,58.398990631103516,172.0,193.72999572753906,87.70521545410156,154.67410278320312
2018-05-01,233.5697784423828,40.138824462890625,51.865501403808594,11.130000114440918,3.0989420413970947,240.6044464111328,313.29998779296875,315.59954833984375,79.04193115234375,207.8753204345703,57.79808044433594,173.86000061035156,195.11000061035156,89.09317016601562,156.44244384765625
2018-05-02,230.36346435546875,41.91196060180664,51.21900177001953,10.970000267028809,3.009442090988159,238.98817443847656,313.3599853515625,310.4758605957031,78.07433319091797,205.57412719726562,57.68541717529297,176.07000732421875,193.30999755859375,87.69583129882812,155.5198211669922
2018-05-03,231.8251495361328,41.98792266845703,51.18600082397461,10.930000305175781,2.8707168102264404,238.46151733398438,311.69000244140625,316.70086669921875,77.97486877441406,205.01193237304688,57.49013900756836,174.02000427246094,191.61000061035156,88.22100830078125,155.50057983398438
2018-05-04,234.09786987304688,43.63524627685547,52.410499572753906,11.279999732971191,2.9087541103363037,241.54873657226562,320.0899963378906,320.2826843261719,79.15042877197266,206.3558349609375,57.760528564453125,176.61000061035156,195.63999938964844,89.24324035644531,158.4510955810547
2018-05-07,236.22914123535156,43.950958251953125,52.739498138427734,11.59000015258789,2.8841419219970703,242.36605834960938,326.260009765625,326.0288391113281,77.28763580322266,208.3408660888672,58.39146041870117,177.97000122070312,197.05999755859375,90.2373275756836,159.7677459716797
2018-05-08,236.1442413330078,44.162200927734375,52.695499420166016,11.609999656677246,2.861766815185547,242.36605834960938,326.8900146484375,324.0560302734375,77.53178405761719,208.1651611328125,58.654354095458984,178.9199981689453,196.24000549316406,89.8528060913086,159.60435485839844
2018-05-09,235.6727294921875,44.47316360473633,54.13800048828125,11.949999809265137,2.893091917037964,244.70863342285156,330.29998779296875,329.92669677734375,75.10835266113281,212.31968688964844,60.03641128540039,182.66000366210938,199.8699951171875,90.91254425048828,161.3439178466797
2018-05-10,235.49359130859375,45.10928726196289,54.878501892089844,12.130000114440918,2.9154670238494873,246.99681091308594,329.6000061035156,331.15863037109375,75.24486541748047,213.82162475585938,61.38089370727539,185.52999877929688,201.1999969482422,91.82222747802734,163.01614379882812
2018-05-11,235.6727294921875,44.9377326965332,54.91299819946289,11.949999809265137,2.8438665866851807,247.75047302246094,326.4599914550781,329.6090393066406,75.87271118164062,213.36489868164062,61.66921615600586,186.99000549316406,199.3000030517578,91.62529754638672,162.8623809814453
2018-05-14,232.1175079345703,44.832889556884766,55.0099983215332,12.229999542236328,2.9669294357299805,247.86849975585938,328.5299987792969,331.6590881347656,76.7917709350586,214.2344970703125,62.08651351928711,186.63999938964844,199.17999267578125,91.93478393554688,163.14108276367188
2018-05-15,233.02285766601562,44.42542266845703,53.96149826049805,12.449999809265137,3.022867202758789,246.1614990234375,326.1300048828125,329.2817687988281,76.91007232666016,212.1703643798828,62.05615997314453,184.32000732421875,197.36000061035156,91.26892852783203,161.3342742919922
2018-05-16,233.24916076660156,44.84003448486328,54.0885009765625,12.819999694824219,3.0318171977996826,247.19656372070312,328.19000244140625,328.1749572753906,78.3751220703125,211.6433563232422,62.230674743652344,183.1999969482422,197.8300018310547,91.50439453125,162.40109252929688
2018-05-17,232.50416564941406,44.556488037109375,53.929500579833984,12.819999694824219,3.0474796295166016,246.9877471923828,325.2200012207031,331.2259826660156,76.88278198242188,210.00965881347656,62.12445068359375,183.75999450683594,197.49000549316406,90.59076690673828,161.7763671875
2018-05-18,230.9104461669922,44.39445114135742,53.31800079345703,13.0,2.7879295349121094,246.37025451660156,324.17999267578125,338.0499267578125,76.10929107666016,208.1651611328125,61.68437194824219,182.67999267578125,196.05999755859375,90.76031494140625,160.94024658203125
2018-05-21,234.22044372558594,44.708984375,53.979000091552734,12.989999771118164,2.8595290184020996,248.22265625,331.82000732421875,350.2637634277344,76.90097045898438,208.780029296875,62.42794418334961,184.49000549316406,197.91000366210938,91.92826080322266,161.8436737060547
2018-05-22,234.069580078125,44.596988677978516,53.48649978637695,12.979999542236328,2.834916830062866,247.5325164794922,331.6199951171875,341.6977233886719,75.86360931396484,209.04347229003906,61.94236373901367,183.8000030517578,198.1300048828125,91.83405303955078,161.6322021484375
2018-05-23,235.27667236328125,44.8829231262207,53.984500885009766,13.100000381469727,2.846104383468628,248.21353149414062,344.7200012207031,345.73046875,75.5360336303711,208.8766326904297,62.32929992675781,186.89999389648438,195.9499969482422,92.9266586303711,162.99696350097656
2018-05-24,237.86997985839844,44.832889556884766,53.96200180053711,13.40999984741211,2.850579023361206,247.70510864257812,349.2900085449219,345.5284118652344,75.39044952392578,207.37466430664062,60.90290451049805,185.92999267578125,194.8300018310547,92.59697723388672,162.94891357421875
2018-05-25,236.07826232910156,44.93535232543945,53.78300094604492,13.539999961853027,2.834916830062866,247.11488342285156,351.2900085449219,346.5774841308594,75.03556060791016,206.4172821044922,59.71928405761719,184.9199981689453,194.14999389648438,92.64408874511719,163.11228942871094
2018-05-29,231.79689025878906,44.773319244384766,53.01599884033203,13.359999656677246,2.9199419021606445,244.27284240722656,349.7300109863281,339.2530822753906,74.98097229003906,199.4081573486328,59.499263763427734,185.74000549316406,189.8699951171875,92.31443786621094,162.39146423339844
2018-05-30,237.3607635498047,44.678009033203125,53.38999938964844,13.819999694824219,3.002729654312134,247.5325164794922,353.5400085449219,344.748779296875,76.54608917236328,201.99082946777344,61.83613204956055,187.6699981689453,194.10000610351562,93.19979858398438,163.5543670654297
2018-05-31,237.1533203125,44.52789306640625,54.2495002746582,13.729999542236328,2.9535043239593506,246.01617431640625,351.6000061035156,338.9450378417969,75.10836791992188,199.09970092773438,61.63886260986328,191.77999877929688,191.52999877929688,93.09619903564453,163.44862365722656
2018-06-01,238.4452667236328,45.330902099609375,55.974998474121094,14.399999618530273,3.069854736328125,248.4314727783203,359.92999267578125,343.3339538574219,75.5178451538086,201.27685546875,62.08651351928711,193.99000549316406,192.22999572753906,94.93286895751953,166.01466369628906
2018-06-04,240.84056091308594,45.709774017333984,56.964500427246094,14.850000381469727,3.186204671859741,249.6119384765625,361.80999755859375,347.1934814453125,77.7290267944336,202.63424682617188,61.43400192260742,193.27999877929688,191.3000030517578,95.76172637939453,167.513916015625
2018-06-05,247.66802978515625,46.06243133544922,56.983001708984375,14.850000381469727,3.2667548656463623,249.79347229003906,365.79998779296875,346.58709716796875,77.0010757446289,201.26800537109375,61.2139778137207,192.94000244140625,190.77000427246094,96.25152587890625,168.0328826904297
2018-06-06,254.26931762695312,46.222084045410156,56.84400177001953,15.670000076293945,3.226480007171631,251.8819122314453,367.45001220703125,357.6170654296875,76.94647979736328,204.69679260253906,62.26101303100586,191.33999633789062,193.99000549316406,96.53408813476562,169.01319885253906
2018-06-07,256.5419616699219,46.098175048828125,56.19300079345703,14.890000343322754,3.24214243888855,251.8546600341797,361.3999938964844,354.7007751464844,77.30135345458984,205.7721405029297,62.883182525634766,188.17999267578125,195.57000732421875,95.01764678955078,167.6388702392578
